Text_Clean,Latitude,Longitude,Country,coordinates,city
view from my bath   at swinton park ,54.21979,-1.65598,GB,"[54.21979, -1.65598]",North Yorkshire
see our latest  horsham  job and click to apply  order processing specialist     generalscience  hiring  careerarc,51.062883,-0.325858,GB,"[51.062883, -0.325858]",West Sussex
 hemelhempsteadhertfordshire  retail  job  retail advisor hrs hemel hempstead at o   jobs  hiring  careerarc,51.753241,-0.448632,GB,"[51.753241, -0.448632]",Hertfordshire
 i pressed the button marked world service,53.80948555,-1.56460943,GB,"[53.80948555, -1.56460943]",West Yorkshire
at leeds ,53.80912517,-1.54841221,GB,"[53.80912517, -1.54841221]",West Yorkshire
learn to skate right now  theres no start date or terms in our lessons you can start this week  ,51.74854000000001,-1.26514718,GB,"[51.74854000000001, -1.26514718]",Oxfordshire
im at london heathrow airport lhr in hounslow london ,51.46971536,-0.45988083,GB,"[51.46971536, -0.45988083]",Greater London
arab youth survey breakfast briefing at burson marsteller    in london ,51.51602958,-0.12714418,GB,"[51.51602958, -0.12714418]",Greater London
were  hiring click to apply  emea managed cloud services pre sales solution manager     sales  reading  job  jobs,51.4542645,-0.9781303,GB,"[51.4542645, -0.9781303]",Reading
im at  in birmingham west midlands ,52.47757243,-1.91328406,GB,"[52.47757243, -1.91328406]",West Midlands
many happy returns your majesty on your th birthday from chris waters royal warrant holder   elizabethwindsor  queenelizabeth,50.4725613,-3.5432845,GB,"[50.4725613, -3.5432845]",Torbay
 dont suppose you have white stripes yet,55.78848947,-4.09647584,GB,"[55.78848947, -4.09647584]",South Lanarkshire
miles of outside catering from   dont normally document this side of the business  ,51.55210579999999,-0.07387139999999999,GB,"[51.55210579999999, -0.07387139999999999]",Greater London
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
eventful morning barryslondon hard core  abs and  firealarms   will have to work my right ab  ,51.52706420000001,-0.1308971,GB,"[51.52706420000001, -0.1308971]",Greater London
young blood by norah jones is  nowplaying in double gloucester gloucester   download it now at ,51.87194078,-2.21562862,GB,"[51.87194078, -2.21562862]",Gloucestershire
 the palace but im sensible and know it generates billions of pounds for this country  part ,53.4584639,-2.9951823,GB,"[53.4584639, -2.9951823]",Merseyside
   we werent,53.51158082,-1.13852521,GB,"[53.51158082, -1.13852521]",South Yorkshire
 so tell me then what would you go to see thats unique in london    me i would not go to see fuck all even part ,53.4584639,-2.9951823,GB,"[53.4584639, -2.9951823]",Merseyside
   morning simon a good day ahead  ,51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
team  ready to kick off day  of workshops at friends meeting house  ,53.47824883,-2.24573855,GB,"[53.47824883, -2.24573855]",Greater Manchester
 bmw series available from   a month with   deposit   thinkcarsthinkbig ,51.8674187,0.5539269,GB,"[51.8674187, 0.5539269]",Essex
back at base today gonna get me some fresh porridge and a latte  at arqiva in winchester ,51.1119183,-1.39861116,GB,"[51.1119183, -1.39861116]",Hampshire
roadworks severe delay a eastbound between m a a and a period   from   on  april       beepbeep,51.10321,1.1701053,GB,"[51.10321, 1.1701053]",Kent
thursday  light cloud maximum temperature   c  f minimum temperature   c  f   weather  chelmsford,51.73575,0.46958,GB,"[51.73575, 0.46958]",Essex
proof reading my latest article for cakes  amp  sugarcraft magazine this morning  its out on th  ,51.2414589,-0.75937,GB,"[51.2414589, -0.75937]",Hampshire
because communication by unicorn  emoji is where its at        auntie  love  london  ,51.52680154,-0.07947977000000002,GB,"[51.52680154, -0.07947977000000002]",Greater London
excited about checking out  new hairstyle and hearing about  london it means i can  ,52.5146919,-3.31348797,GB,"[52.5146919, -3.31348797]",Powys
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa steady,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
love these citroen vans  lovely location too   coffee please  bristol  harbourside at bristol  ,51.45,-2.58333,GB,"[51.45, -2.58333]",City of Bristol
lovely little date anniversary training sesh with these two last night         at lee jessey  ,51.76449937,0.07482816,GB,"[51.76449937, 0.07482816]",Essex
happy thursday everybody    at helvellyn peak ,54.69801750000001,-2.8457245,GB,"[54.69801750000001, -2.8457245]",Cumbria
i bet this view hasnt changed much in years at dunchideock ,50.68,-3.58,GB,"[50.68, -3.58]",Devon
its been exactly a year since the most amazingly surreal day ever   playing at wembley  made it  ,51.55683668,-0.27997739,GB,"[51.55683668, -0.27997739]",Greater London
    i fear that meetings and more meetings will be used to put off any action ,51.63147385,0.35097346,GB,"[51.63147385, 0.35097346]",Essex
dont cry its thursday    at stoke on trent ,53.0,-2.18333,GB,"[53.0, -2.18333]",Stoke-on-Trent
i was out walking   miles with  endomondo  endorphins ,51.448179,-0.409358,GB,"[51.448179, -0.409358]",Greater London
what are the five cheapest petrol prices in  ipswich today   suffolk ,52.05427797,1.15217943,GB,"[52.05427797, 1.15217943]",Suffolk
new three bedroom house planned for ulverston   cumbria ,54.89453982,-2.93380223,GB,"[54.89453982, -2.93380223]",Cumbria
   jellycat    one of the many fab items just arrived new unicorn medium   and hardback  ,51.7051211,0.2453434,GB,"[51.7051211, 0.2453434]",Essex
some little details of the  harry blouse as part of the archive by alexa for m amp s  really love  ,55.858,-4.259,GB,"[55.858, -4.259]",Glasgow City
steve bell on the london mayoral elections   cartoon   politics ,51.50013926,-0.12450144,GB,"[51.50013926, -0.12450144]",Greater London
successful meet for nature site   suffolk ,52.05427797,1.15217943,GB,"[52.05427797, 1.15217943]",Suffolk
just posted a photo at queens park glasgow ,55.830433,-4.267759,GB,"[55.830433, -4.267759]",Glasgow City
royal fanatic marks queens th with corgi cake baked in rickmansworth   herts ,51.95300704,-0.27206208,GB,"[51.95300704, -0.27206208]",Hertfordshire
"purse bells given out in oadby  amp  wigston look out for your local 
pcso  joshi  amp   parnaby
 zipit     ",52.58275416,-1.10570875,GB,"[52.58275416, -1.10570875]",Leicestershire
 we dont get to see a lot of her on our notes dont know if lord islay is any better well slightly  rbs,55.94930681,-3.1934512,GB,"[55.94930681, -3.1934512]",Edinburgh
stuck on chiswick bridge at chiswick bridge in chiswick greater london ,51.46907217,-0.27668023,GB,"[51.46907217, -0.27668023]",Greater London
good morning glasgow  its  am    at glasgow botanic gardens ,55.8793,-4.29066,GB,"[55.8793, -4.29066]",Glasgow City
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa steady,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
black americano for kife at starbucks uk ,51.50906970000001,-0.1249265,GB,"[51.50906970000001, -0.1249265]",Greater London
want to work at o were  hiring in  sloughbathroad click for details    it  ojobs  job  jobs,51.51720870000001,-0.6281116,GB,"[51.51720870000001, -0.6281116]",Slough
im at milestones childcare in sheffield south yorkshire ,53.424126,-1.444826,GB,"[53.424126, -1.444826]",South Yorkshire
" source  cinematic by stephenmcleod   international man of mystery on flickr
",55.86999893,-4.42999983,GB,"[55.86999893, -4.42999983]",Renfrewshire
"glasgow united kingdom
  c     f
humidity   
clear ",55.86999893,-4.42999983,GB,"[55.86999893, -4.42999983]",Renfrewshire
 ooh cool will be good to see you,51.47963438,-0.09122679,GB,"[51.47963438, -0.09122679]",Greater London
im at hbh academy hatfield in sheffield ,53.42432983,-1.44474522,GB,"[53.42432983, -1.44474522]",South Yorkshire
another great day in the making   llandudno  greatorme  links  parkland  golfclub  maesdu  ,53.31202054,-3.83047915,GB,"[53.31202054, -3.83047915]",Conwy Principal Area
"a perfect rose beautiful scent
 rose  flower  petal  pink  blush  love  gentle  ",52.22170769,0.10372644,GB,"[52.22170769, 0.10372644]",Cambridgeshire
 years and still kicking  tvboy punk elizabeth mixed media on canvas private collection   ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
can you recommend anyone for this  job e detailing medical sales representatives   north west of england     hiring,53.3976041,-2.9436643,GB,"[53.3976041, -2.9436643]",Merseyside
   have a great show today guys,50.89962494,-1.3938834,GB,"[50.89962494, -1.3938834]",Southampton
 morning  glory  happy    birthday  lillybeth  r mervii congrates at buckingham palace ,51.50083333,-0.14194444,GB,"[51.50083333, -0.14194444]",Greater London
im at tesco distribution centre in thurrock essex ,51.4798862,0.25925159,GB,"[51.4798862, 0.25925159]",Essex
checked in with  magicsquare at the elms hotel in retford nottinghamshire ,53.3137421,-0.9350247,GB,"[53.3137421, -0.9350247]",Nottinghamshire
the last day of the  liverpool swing for the bunker boys  only three more courses to complete  ,52.55544727,-1.7328563999999995,GB,"[52.55544727, -1.7328563999999995]",Warwickshire
    dont feel left out  gordon and i will both interview you for   each ,53.47171828,-1.05907023,GB,"[53.47171828, -1.05907023]",South Yorkshire
after  years im back on golden square and next door to my old  ,51.51151747,-0.13776786,GB,"[51.51151747, -0.13776786]",Greater London
tmp   c wind mph press  mb cloud  ft rain  mm humidity   fairly fine showery later  ukweather,51.33222222,-0.55777778,GB,"[51.33222222, -0.55777778]",Surrey
wind   mph ne  barometer   mb steady  temperature    c  rain today   mm  humidity  ,51.86805556,0.73111111,GB,"[51.86805556, 0.73111111]",Essex
im at whitehalls grill diner  amp  coffee house in dundee ,56.45933100000001,-2.970165,GB,"[56.45933100000001, -2.970165]",Dundee City Council
wind  kts ene  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,52.33555556,0.91444444,GB,"[52.33555556, 0.91444444]",Suffolk
large pothole st april  large pot hole which has gone from being a lamination of the road issu      fixmystreet,51.329835,-1.057797,GB,"[51.329835, -1.057797]",Hampshire
temp  c hum   wind  mph dir ne pres   hpa falling slowly rain   uv  sol  light   forcast changeable some precipitation,53.64833333,-1.82166667,GB,"[53.64833333, -1.82166667]",West Yorkshire
 mission failed  ,54.59965558,-5.93614657,GB,"[54.59965558, -5.93614657]",Belfast
can we keep this  queenat at university of birmingham medical school ,52.45202778,-1.93813889,GB,"[52.45202778, -1.93813889]",West Midlands
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
i forgot to charge leafy last night  made it here with  range over the last  miles      ,53.54679154,-2.92306596,GB,"[53.54679154, -2.92306596]",Lancashire
pr t a bum watch     id love to make flymos leathers squeak with delight at  a manger ,52.4806632,-1.89780235,GB,"[52.4806632, -1.89780235]",West Midlands
take you there by sean kingston is  nowplaying in anytime fitness demo   download it now at ,51.64318864,-0.4324542,GB,"[51.64318864, -0.4324542]",Hertfordshire
happy th birthday to her royal majesty queen elizabeth    happybirthday  stylequeen  ,51.5136596,-0.1408583,GB,"[51.5136596, -0.1408583]",Greater London
ive just brought a stick into the house  i didnt think my mum noticed it and when she did i  ,50.75,-1.55,GB,"[50.75, -1.55]",Hampshire
its a filter coffee kinda morning   at the church house wetherspoon in wath upon dearne south yorkshire ,53.50230376,-1.34532962,GB,"[53.50230376, -1.34532962]",South Yorkshire
oracle  senior principal product manager oracle fusion middleware emea  reading   it  job  jobs  hiring,51.4542645,-0.9781303,GB,"[51.4542645, -0.9781303]",Reading
"  message    happy birthday   
echo  message ",53.64204546,-1.77683587,GB,"[53.64204546, -1.77683587]",West Yorkshire
 autism has had an appg for years but it hasnt achieved anything much  meetings put things off  no real action ,51.6312318,0.35106342,GB,"[51.6312318, 0.35106342]",Essex
 exactly  the thing is thatll happen  they behave terribly then all of a sudden its all kissing babies and flowers ,50.40184960000001,-4.1494147,GB,"[50.40184960000001, -4.1494147]",Plymouth
 ifitsbrokefixit  wornwear  patching  sewing  betwysycoed  betterthannew wornwear  ,53.10224446,-3.90248541,GB,"[53.10224446, -3.90248541]",Conwy Principal Area
awesome to listen and meet  last night at the home of british boxing york hall  ive  ,51.52974866,-0.05550415,GB,"[51.52974866, -0.05550415]",Greater London
thank you pak presiden jokowi for coming to indonesia fashion pop up at fenwick london and  ,51.51321285,-0.14506193,GB,"[51.51321285, -0.14506193]",Greater London
 fit  keeping it traditional at the ananda  yoga centre   sport    yoga ,51.5386144,0.70877273,GB,"[51.5386144, 0.70877273]",Southend-on-Sea
passengers face major train delays into london after signalling      chelmsford,51.74953679,0.50834097,GB,"[51.74953679, 0.50834097]",Essex
 toxicuk is currently seeking new faces dm me to apply to work as a  model  toxicuk at london  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
astonished and depressed that hodgson defends vardys foul mouth tirade  not much hope for the beautiful game,52.5370699,-0.9922927,GB,"[52.5370699, -0.9922927]",Leicestershire
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
happy birthday your magesty   at hairs  amp  graces boutique hair salon srh ,54.80934910000001,-1.50502,GB,"[54.80934910000001, -1.50502]",County Durham
good morning thecardinalcardona is behind the bar so head on down t  at eye respect  ,51.4599138,-0.2120612,GB,"[51.4599138, -0.2120612]",Greater London
 northumberland england  pharmaceutical  job  key account manager   diabetes and rare diseases      at quintiles ,55.2082542,-2.0784138,GB,"[55.2082542, -2.0784138]",Northumberland
fitness  you will be mine   oh yes   you will be mine  at hampden park ,55.82553801,-4.25200524,GB,"[55.82553801, -4.25200524]",Glasgow City
this mornings train journey includes a detour via piccadilly at manchester piccadilly station ,53.47727894,-2.23071142,GB,"[53.47727894, -2.23071142]",Greater Manchester
"windmill in the norfolk broads
 windmill  canal  water  reeds  spring  landscape at the norfolk  ",52.69518718,1.46787328,GB,"[52.69518718, 1.46787328]",Norfolk
crorelakhs given to fraud  stupid reason by mqm now u must keep this n mind when nexttime u give thm zakat fitra amp qurbani kee khalain ,52.615617500000006,-1.0639572,GB,"[52.615617500000006, -1.0639572]",Leicestershire
todays shoot with madcat media for renault  renault  twingo  arri  arriamira at somerset house ,51.45444529,-0.22824451,GB,"[51.45444529, -0.22824451]",Greater London
yesterday was back day so i thought id get an action shot of me  ,51.77681,-0.00873,GB,"[51.77681, -0.00873]",Hertfordshire
"josh tooting
    
   
  
 
 josh  poser  denim  looksatinybitlikeconormcgregor  film  tooting  ",51.42676967,-0.16665508,GB,"[51.42676967, -0.16665508]",Greater London
feels stormy  morning  commute  london  onatrain  morningmiles at blackfriars station ,51.5116,-0.103,GB,"[51.5116, -0.103]",Greater London
were going to ibiza by vengaboys is  nowplaying in the beacon hotel   download it now at ,52.70899100000001,-2.77844,GB,"[52.70899100000001, -2.77844]",Shropshire
 you better not ruin the weather for the rest of us by chancing it,53.64201045,-1.77671964,GB,"[53.64201045, -1.77671964]",West Yorkshire
"we dont follow the rules   causing pavement traffic in the ends  
   kemiama 
 tbt  day  ",51.4743203,-0.0910899,GB,"[51.4743203, -0.0910899]",Greater London
puddles make great reflections  who needs the sun on their wedding day  weddingday  wedding  ,53.4086,-2.9801,GB,"[53.4086, -2.9801]",Merseyside
we all have the ability to show these values towards each other or display them in our lives   ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa steady,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
" bronze medallion of  queenelizabethii at  thegreathall  winchester june  
 thequeen th  ",51.0629018,-1.31966564,GB,"[51.0629018, -1.31966564]",Hampshire
full moon tomorrow join me for a totally awesome chilled and grounding start to your day for a  ,51.23687803,-0.57369748,GB,"[51.23687803, -0.57369748]",Surrey
now available for preorder on  itunes   imyourman  ifyouneedme  circle ep  ,53.24649616,-3.14938449,GB,"[53.24649616, -3.14938449]",Flintshire
can you recommend anyone for this  job derby alfreton ft multi drop driver  mon fri   hours      derby  hiring,52.9225301,-1.4746186,GB,"[52.9225301, -1.4746186]",Derby
three rushed to hospital following basildon car smash   basildon ,51.5703108,0.45513077,GB,"[51.5703108, 0.45513077]",Essex
 im tuned in from southampton  loving the show can you play  miles by proclaimers as zac might have to walk to studio  ,50.89957305,-1.393894,GB,"[50.89957305, -1.393894]",Southampton
todays  armparty  stelladot  stelladotstyle  stellaanddotwithlaura  sdjoy  mixingitup  joinus    ,54.9881,-1.61944,GB,"[54.9881, -1.61944]",Tyne and Wear
nice of the castle to fire off a  gun salute to recognise my efforts in saving   m in energy bills at the nls over the last  yrs,55.94933292,-3.19345292,GB,"[55.94933292, -3.19345292]",Edinburgh
 same old   im loving adeelas new found love for memes on fb   ,52.04758524,-0.68414485,GB,"[52.04758524, -0.68414485]",Milton Keynes
"c day    the build up bagel

well i can tell you im feeling full
this has egg turkey  ",51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
tony neate  speaking to our guests  bizbreakfast ,51.71128,-4.70335,GB,"[51.71128, -4.70335]",Pembrokeshire
just posted a photo at bolton abbey ,53.98157,-1.89133,GB,"[53.98157, -1.89133]",North Yorkshire
rt  haha only just found out stones went off with period pains an not an injury last night  poor lad      lfc  efc,53.45847360000001,-2.9951272,GB,"[53.45847360000001, -2.9951272]",Merseyside
today im off to london today,51.1631164,-0.4962905,GB,"[51.1631164, -0.4962905]",Surrey
i was out cycling   km with  endomondo  endorphins ,51.520971,-0.106177,GB,"[51.520971, -0.106177]",Greater London
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
some of my friends came to see me perform in suters yard shoreham by sea  at suters yard ,50.8323718,-0.2774946,GB,"[50.8323718, -0.2774946]",West Sussex
 thanks ill look now you enjoying yourself on holiday xxx,53.76650970000001,-2.3381446,GB,"[53.76650970000001, -2.3381446]",Lancashire
nephew arrived in the nick of time for me to see him last night before i leave for amsterdam today hes perfect     ,53.45235298,-2.35172843,GB,"[53.45235298, -2.35172843]",Greater Manchester
on my mind by ellie goulding is  nowplaying in pelhams park kinson ,50.77226273,-1.90111423,GB,"[50.77226273, -1.90111423]",Dorset
in just a minute i will be testing my fantastic place where i store my train smartcard  i cant take a picture because its inside my phone ,50.91036512,-1.39458734,GB,"[50.91036512, -1.39458734]",Southampton
 lol like what oh hyde park the japanese are dying to go there arent they lol so go on tell me where in london generates money,53.4584313,-2.9952103,GB,"[53.4584313, -2.9952103]",Merseyside
a slight haze about hype park last night   at hyde park london ,51.508611,-0.16361099999999998,GB,"[51.508611, -0.16361099999999998]",Greater London
 wornwear  teamuk  patagonia  patagoniawornwear wornwear   ifitsbrokefixit  ,53.10224446,-3.90248541,GB,"[53.10224446, -3.90248541]",Conwy Principal Area
can you recommend anyone for this  job acquisition account executive greenfield south west     brentford  hiring,51.486073,-0.31011690000000003,GB,"[51.486073, -0.31011690000000003]",Greater London
im in the queue for the citizens advice bureau   please stand either side of the pee  ,55.85763264,-4.24335843,GB,"[55.85763264, -4.24335843]",Glasgow City
rugby union  banbury bulls reaping benefits of youth drive   oxon ,51.99618921,-1.49328634,GB,"[51.99618921, -1.49328634]",Oxfordshire
local news  passengers face bank holiday disruption as rail works continue   essex ,51.57061738,0.58585882,GB,"[51.57061738, 0.58585882]",Essex
time to start getting summer ready  book in for your holiday nails and toes at ddb  pedicures  ,52.89763158,-1.43076597,GB,"[52.89763158, -1.43076597]",Derby
thank you  delays allowing me time for much needed coffee at caff  nero  ,51.54153391,-0.00350584,GB,"[51.54153391, -0.00350584]",Greater London
good morning thecardinalcardona is behind the bar so head on down t  at eye respect  ,51.4599138,-0.2120612,GB,"[51.4599138, -0.2120612]",Greater London
budeweather temp  wind  mph rain  mm uv  pressure rising forecast fine possible showers,50.81694444,-4.53444444,GB,"[50.81694444, -4.53444444]",Cornwall
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
fishing crickets at sennocke centre ,51.26481019,0.19527163,GB,"[51.26481019, 0.19527163]",Kent
 speaking to the scope of  the  prime study  positive transitions through the menopause,53.47709980000001,-2.2472271,GB,"[53.47709980000001, -2.2472271]",Greater Manchester
everything feels better with the support of a friend     besupportive  thanksfrankie  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
what has  done to me  mile easy bike ride and now exhausted       ukrunchat,51.83119135,-2.26010352,GB,"[51.83119135, -2.26010352]",Gloucestershire
were in great company this morning in the studio  what gets you going on a  thursday morning  ,51.52915514,-0.21705851,GB,"[51.52915514, -0.21705851]",Greater London
st one out of the box   years of pw live a new st st time  pwband  paul  ,53.40611111,-2.98722222,GB,"[53.40611111, -2.98722222]",Merseyside
  died in a swamp with only memories of freedom  ,53.07400494,-2.49016226,GB,"[53.07400494, -2.49016226]",Cheshire East
"enjoy the moment 
 vsco  waterofleith  edinburgh  scotland  river  sun  exploringedinburgh  ",55.97433,-3.180389,GB,"[55.97433, -3.180389]",Edinburgh
im ready for my close up mr demille  londontheatre  sunsetboulevard  glennclose  ,51.509722,-0.126389,GB,"[51.509722, -0.126389]",Greater London
less than  weeks till my st year at university is done           goodtimes  gay  gayuk  ,53.64351207,-1.77761054,GB,"[53.64351207, -1.77761054]",West Yorkshire
"what do you call an annoying  sausage 
a  brat
   
sausage  meatsupplier ",53.4312147,-2.2720616,GB,"[53.4312147, -2.2720616]",Greater Manchester
pour love        love you because its you  at brighton pier ,50.81881112,-0.1369496,GB,"[50.81881112, -0.1369496]",Brighton and Hove
its walking football for over s with  today at    kick off is at  am  pusb,52.4306831,-1.5311662,GB,"[52.4306831, -1.5311662]",West Midlands
"long live the queen   
happy th birthday your  ",51.48278469,-0.6063288,GB,"[51.48278469, -0.6063288]",Windsor and Maidenhead
had a brilliant season with these girls and then topped off with a class night at sports awards  ,52.25,-0.883333,GB,"[52.25, -0.883333]",Northamptonshire
my brother never helps me get up in the morning hence why im always late,52.4794873,1.7469126,GB,"[52.4794873, 1.7469126]",Suffolk
london bound at arundel railway station aru    in arundel west sussex ,50.84802922,-0.54643707,GB,"[50.84802922, -0.54643707]",West Sussex
   why you need online and mobile marketing for your healthcare business,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
i just finished cycling   miles in m s with  endomondo  endorphins ,53.707601,-1.5189700000000002,GB,"[53.707601, -1.5189700000000002]",West Yorkshire
  brightandsunny  dunfermline what happened with your phone  noseybugger  ,56.07943779,-3.47306173,GB,"[56.07943779, -3.47306173]",Fife
when we were young by adele is  nowplaying in the beacon hotel ,52.70899100000001,-2.77844,GB,"[52.70899100000001, -2.77844]",Shropshire
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa steady,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
they visit me every night      loveyourbody  lovefromwithin  louisehay  mirrorwork  ,51.4853,-3.1867,GB,"[51.4853, -3.1867]",Cardiff
"hrs early birds in the gym 

holy smoked mackerel on a toasted sesame seed bun not sullied  ",51.5171783,-0.0812366,GB,"[51.5171783, -0.0812366]",Greater London
its this girls birthday  yes britain s queen elizabeth turns  today showing no sign she  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
 derby breaking news live  latest news for thursday april       derbyshire ,52.83128823,-1.35905117,GB,"[52.83128823, -1.35905117]",Leicestershire
scotland prop low signs new  exeter deal   devon ,50.58070225,-3.46456672,GB,"[50.58070225, -3.46456672]",Devon
 sales  job in  leeds  emea managed cloud services pre sales solution manager at oracle   jobs  hiring  careerarc,53.8007554,-1.5490774,GB,"[53.8007554, -1.5490774]",West Yorkshire
drilling has started,51.49113885,-3.17386011,GB,"[51.49113885, -3.17386011]",Cardiff
im at  in salford greater manchester  ,53.47246679999999,-2.29614258,GB,"[53.47246679999999, -2.29614258]",Greater Manchester
goals from suarez torres origi and sturridge last night  the old and the new  weve had some good ones  lfc,51.41169232,-0.8248293999999999,GB,"[51.41169232, -0.8248293999999999]",Wokingham
in redhill even the pubs are drunk  redhill  pub  drunk  funny  sign  toilet  outoforder  thsee  ,51.23889000000001,-0.17057999999999998,GB,"[51.23889000000001, -0.17057999999999998]",Surrey
well hello london  rvatravels  mfacegoestoeurope at london heathrow airport lhr in hounslow london ,51.46971536,-0.45988083,GB,"[51.46971536, -0.45988083]",Greater London
"estuary league of friends   exeter
",50.71,-3.53,GB,"[50.71, -3.53]",Devon
operation get better underway   fedup at kings stanley gloucestershire ,51.72910096,-2.27439254,GB,"[51.72910096, -2.27439254]",Gloucestershire
morning    at swinton park ,54.21979,-1.65598,GB,"[54.21979, -1.65598]",North Yorkshire
 sako is a brilliant championship player  dont blame him for having ambition blame your manager for playing him,52.67642322,-2.42046687,GB,"[52.67642322, -2.42046687]",Shropshire
follow in beaus shoes at haltons got talent   cheshire ,53.08910114,-2.43301135,GB,"[53.08910114, -2.43301135]",Cheshire East
ive just seen this on broughton street    a great addition to the hood  ,55.95814086,-3.18949303,GB,"[55.95814086, -3.18949303]",Edinburgh
 mile queues on m after breakdown shuts lanes   cheshire ,53.08910114,-2.43301135,GB,"[53.08910114, -2.43301135]",Cheshire East
police investigation after white marks are found outside homes   bucks ,51.70562364,-0.61128817,GB,"[51.70562364, -0.61128817]",Buckinghamshire
court of appeal cuts sentence of acid attacker   cornwall  kernow ,50.6830695,-4.69379654,GB,"[50.6830695, -4.69379654]",Cornwall
bishop s sex attack victim refuses to give evidence   sussex ,50.81937006,0.37338294,GB,"[50.81937006, 0.37338294]",East Sussex
showing mr  president our jakarta fashion pop up window display on bond street london  thank you  ,51.51321285,-0.14506193,GB,"[51.51321285, -0.14506193]",Greater London
new puffin crossing and energy saving lights set to be installed in scotgate    rutland ,52.65048587,-0.63751549,GB,"[52.65048587, -0.63751549]",Rutland
overall crime in cornwall falls but sexual and domestic abuse      cornwall  kernow,50.6830695,-4.69379654,GB,"[50.6830695, -4.69379654]",Cornwall
snapchat and bob marley estate celebrate   with blackface marketing stunt  ,51.50134968,-0.14284397,GB,"[51.50134968, -0.14284397]",Greater London
 theyre too concerned with looking like a compassionate company than being one ,50.4018366,-4.149417,GB,"[50.4018366, -4.149417]",Plymouth
just peachy full report on this lovely location later in the week   frimleyhall  justpeachy  ,51.33908577,-0.72495775,GB,"[51.33908577, -0.72495775]",Surrey
    left feet me ,52.7145248,-2.9722813,GB,"[52.7145248, -2.9722813]",Shropshire
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
this saturday rugby town celebrates st georges day  amp    have teamed up with  ,52.3739461,-1.2611121,GB,"[52.3739461, -1.2611121]",Warwickshire
another little legend with our new zheebz tops  at  ,52.6333,-1.13333,GB,"[52.6333, -1.13333]",Leicester
happy th birthday your majesty,53.18270456,-0.6053066,GB,"[53.18270456, -0.6053066]",Lincolnshire
first coffee of the day     coffee  coffeineaddict  coffeelover  coffemachine  caffeine  ,51.55399027,-1.72255594,GB,"[51.55399027, -1.72255594]",Swindon
good morning  kendal  kendalcumbria  cumbria  igerscumbria at kirkbie kendal school ,54.31741,-2.74118,GB,"[54.31741, -2.74118]",Cumbria
something something apple and orange at  ,51.53346362,-0.13955625,GB,"[51.53346362, -0.13955625]",Greater London
east london work club at  in london ,51.51492691,-0.06781865,GB,"[51.51492691, -0.06781865]",Greater London
incident moderate delay a   now clear   eastbound   a jb ewloe to queensferry   severity  mod      beepbeep,53.1896341,-3.07621765,GB,"[53.1896341, -3.07621765]",Flintshire
singing the man dont give a fuck at this  if  happens to be in brixton all help appreciated    ,51.43073697,0.22002406,GB,"[51.43073697, 0.22002406]",Kent
son of a preacher man by dusty springfield is  nowplaying in trinity college bar   download it now at ,52.207130600000006,0.11757912,GB,"[52.207130600000006, 0.11757912]",Cambridgeshire
 we lost         ,51.54340562,0.71826015,GB,"[51.54340562, 0.71826015]",Southend-on-Sea
